character,unicode_category,total_frequency_all_time
鈥,Lo,1960776
ॉ,Mc,1959278
ũ,Ll,1958874
들,Lo,1957600
每,Lo,1955255
😆,So,1954151
ズ,Lo,1951294
공,Lo,1943569
Χ,Lu,1939665
思,Lo,1939566
💚,So,1937469
Ć,Lu,1935908
ಿ,Mn,1935856
ὑ,Ll,1929582
少,Lo,1925131
产,Lo,1920239
🌈,So,1920190
四,Lo,1918560
ἡ,Ll,1916420
您,Lo,1910370
ள,Lo,1906456
从,Lo,1905745
모,Lo,1902767
身,Lo,1901709
저,Lo,1899034
관,Lo,1895477
么,Lo,1891300
共,Lo,1887117
開,Lo,1883379
や,Lo,1877293
受,Lo,1874856
ր,Ll,1874297
已,Lo,1873499
育,Lo,1873338
ھ,Lo,1872340
老,Lo,1872014
ി,Mc,1870619
🥰,So,1869745
ந,Lo,1868964
星,Lo,1864307
持,Lo,1863252
非,Lo,1860685
计,Lo,1860421
ĭ,Ll,1856291
😃,So,1855976
そ,Lo,1855271
ි,Mn,1855215
论,Lo,1854292
务,Lo,1852735
Ѕ,Lu,1851732
え,Lo,1849875
容,Lo,1849604
위,Lo,1848923
德,Lo,1846655
👋,So,1844423
放,Lo,1844243
క,Lo,1843175
⬇,So,1841277
术,Lo,1837939
න,Lo,1837470
并,Lo,1836735
🌿,So,1835901
출,Lo,1834705
球,Lo,1834646
设,Lo,1833034
形,Lo,1829222
經,Lo,1829123
◾,Sm,1827506
无,Lo,1817984
화,Lo,1817604
布,Lo,1815417
ฟ,Lo,1808448
考,Lo,1808393
今,Lo,1808229
미,Lo,1804423
📚,So,1802263
長,Lo,1796558
应,Lo,1795679
先,Lo,1794462
ἄ,Ll,1793549
器,Lo,1792185
清,Lo,1791368
型,Lo,1790968
投,Lo,1790116
州,Lo,1784485
近,Lo,1780226
✌,So,1777064
向,Lo,1775399
己,Lo,1767550
對,Lo,1765904
种,Lo,1764880
┬,So,1760918
ど,Lo,1760715
ョ,Lo,1757777
せ,Lo,1756518
ર,Lo,1755916
做,Lo,1754600
▾,So,1751509
五,Lo,1749703
港,Lo,1747370
💯,So,1744933
长,Lo,1744771
ക,Lo,1742699
ˇ,Lm,1741072
ე,Ll,1738024
្,Mn,1737656
片,Lo,1736443
食,Lo,1736310
過,Lo,1736220
త,Lo,1734625
直,Lo,1733861
書,Lo,1733111
∂,Sm,1732417
📊,So,1732177
完,Lo,1731532
Ј,Lu,1731044
ե,Ll,1729002
ľ,Ll,1723386
피,Lo,1723010
源,Lo,1722951
创,Lo,1722268
ἱ,Ll,1717033
律,Lo,1716753
ো,Mc,1710578
💗,So,1708205
ɾ,Ll,1707927
モ,Lo,1707899
메,Lo,1707472
ᴇ,Ll,1703348
증,Lo,1702091
造,Lo,1699997
ठ,Lo,1697632
指,Lo,1696994
💋,So,1694567
友,Lo,1694186
场,Lo,1692391
🤗,So,1685865
免,Lo,1682039
克,Lo,1681377
ನ,Lo,1681314
만,Lo,1681245
학,Lo,1679829
發,Lo,1678554
着,Lo,1674630
取,Lo,1672456
🇦,So,1666961
🌸,So,1664002
ौ,Mc,1662579
ű,Ll,1661320
助,Lo,1660456
她,Lo,1659968
简,Lo,1658324
博,Lo,1657369
🌱,So,1655992
ɒ,Ll,1649047
ਰ,Lo,1646982
∘,Sm,1640817
ῷ,Ll,1638184
現,Lo,1633662
ĕ,Ll,1631181
セ,Lo,1629695
္,Mn,1629527
打,Lo,1626735
👤,So,1622023
฿,Sc,1622007
问,Lo,1619805
例,Lo,1619243
적,Lo,1618662
🤩,So,1617279
資,Lo,1615969
입,Lo,1615092
句,Lo,1614801
✪,So,1612836
▷,Sm,1611254
📈,So,1608553
유,Lo,1608275
木,Lo,1606078
💻,So,1606004
ರ,Lo,1605854
线,Lo,1604609
ʒ,Ll,1602699
只,Lo,1602426
💛,So,1599728
至,Lo,1593346
ँ,Mn,1590027
福,Lo,1589228
교,Lo,1588360
ừ,Ll,1585267
ট,Lo,1584927
精,Lo,1584123
李,Lo,1579609
ׂ,Mn,1578961
ា,Mc,1574740
Ψ,Lu,1573374
案,Lo,1573291
遊,Lo,1569717
‧,Po,1568932
需,Lo,1565999
♭,So,1565392
見,Lo,1563459
各,Lo,1562115
검,Lo,1560406
জ,Lo,1559371
わ,Lo,1558742
♬,So,1557865
❄,So,1553247
ェ,Lo,1552501
☛,So,1552377
👩,So,1551577
운,Lo,1546590
周,Lo,1546512
官,Lo,1544960
选,Lo,1544773
还,Lo,1543976
治,Lo,1541745
⟩,Pe,1538307
면,Lo,1535929
記,Lo,1532511
华,Lo,1529009
快,Lo,1526302
ĩ,Ll,1526105
☕,So,1525491
息,Lo,1523233
没,Lo,1522718
它,Lo,1520763
ถ,Lo,1520033
住,Lo,1519740
告,Lo,1518891
ピ,Lo,1518049
қ,Ll,1516297
推,Lo,1516062
Һ,Lu,1514184
具,Lo,1508592
ガ,Lo,1506033
➔,So,1503589
영,Lo,1502511
❗,So,1502346
ハ,Lo,1502342
ਿ,Mc,1502187
ʋ,Ll,1498956
结,Lo,1493098
像,Lo,1492952
报,Lo,1492751
员,Lo,1492391
ಾ,Mc,1491150
彩,Lo,1490189
视,Lo,1486631
😜,So,1484179
樂,Lo,1483145
간,Lo,1479279
🎄,So,1478918
Ы,Lu,1476763
石,Lo,1476055
優,Lo,1474889
ന,Lo,1472937
求,Lo,1472434
资,Lo,1471862
东,Lo,1468188
ؤ,Lo,1468091
查,Lo,1467083
≡,Sm,1464886
〉,Pe,1462649
경,Lo,1461141
ɩ,Ll,1458503
합,Lo,1457500
房,Lo,1455880
ǒ,Ll,1453392
ٱ,Lo,1453011
조,Lo,1452025
費,Lo,1445787
━,So,1445007
်,Mn,1444703
始,Lo,1440290
🤷,So,1438943
旅,Lo,1438494
연,Lo,1438387
画,Lo,1434343
游,Lo,1430836
ක,Lo,1429623
功,Lo,1428855
📱,So,1427036
ผ,Lo,1426579
ව,Lo,1424451
∎,Sm,1422600
작,Lo,1422513
ὺ,Ll,1422389
❯,Pe,1421974
🎶,So,1421695
什,Lo,1420205
Ý,Lu,1417622
ử,Ll,1414126
收,Lo,1413996
শ,Lo,1413022
報,Lo,1412487
改,Lo,1411799
료,Lo,1410963
ƅ,Ll,1409717
✧,So,1409048
術,Lo,1408221
⌘,So,1407288
Й,Lu,1403323
ာ,Mc,1401327
室,Lo,1401224
请,Lo,1399543
း,Mc,1397627
愛,Lo,1396318
😋,So,1395524
華,Lo,1394392
⚽,So,1393884
😳,So,1393485
⟨,Ps,1392321
ὅ,Ll,1392245
회,Lo,1391324
Ṣ,Lu,1391191
介,Lo,1388834
🙄,So,1388252
百,Lo,1387817
史,Lo,1386322
వ,Lo,1384719
支,Lo,1383856
样,Lo,1383644
🐶,So,1380926
演,Lo,1379184
参,Lo,1377796
◇,So,1372953
拉,Lo,1372314
ර,Lo,1372156
ẹ,Ll,1369767
師,Lo,1369606
ポ,Lo,1368025
易,Lo,1368011
티,Lo,1366781
馬,Lo,1365786
방,Lo,1363206
내,Lo,1358212
话,Lo,1353897
🌍,So,1351594
গ,Lo,1348269
🐾,So,1347645
온,Lo,1347458
천,Lo,1347010
未,Lo,1345819
野,Lo,1345081
స,Lo,1344752
호,Lo,1341915
列,Lo,1341120
项,Lo,1340221
图,Lo,1340178
↔,Sm,1339708
🇪,So,1338226
創,Lo,1336399
ץ,Lo,1335629
ネ,Lo,1334331
개,Lo,1333799
古,Lo,1332224
ს,Ll,1329584
📸,So,1328404
計,Lo,1327972
🖤,So,1325012
引,Lo,1323990
🔒,So,1322188
ŭ,Ll,1321789
話,Lo,1321171
와,Lo,1320495
再,Lo,1318153
费,Lo,1317651
江,Lo,1317538
超,Lo,1317526
😱,So,1316521
ケ,Lo,1314087
首,Lo,1313459
ภ,Lo,1313249
必,Lo,1312285
మ,Lo,1311793
深,Lo,1311698
્,Mn,1309584
ǔ,Ll,1309232
じ,Lo,1309060
ழ,Lo,1307733
川,Lo,1307163
ց,Ll,1306792
车,Lo,1303123
ය,Lo,1301617
ે,Mn,1300065
🇬,So,1298314
✭,So,1290931
火,Lo,1290202
ご,Lo,1288742
̲,Mn,1285961
师,Lo,1284239
ֽ,Mn,1283847
Ū,Lu,1281116
ప,Lo,1279409
進,Lo,1279014
🌎,So,1277347
할,Lo,1277325
亚,Lo,1277000
⦿,Sm,1275325
修,Lo,1273414
선,Lo,1272368
门,Lo,1272356
🎨,So,1271696
写,Lo,1270401
米,Lo,1269338
치,Lo,1268476
🔗,So,1268148
◄,So,1266445
尔,Lo,1265574
马,Lo,1265252
爱,Lo,1264035
歌,Lo,1263419
青,Lo,1263317
크,Lo,1260601
레,Lo,1256786
題,Lo,1256200
载,Lo,1254971
진,Lo,1254659
說,Lo,1253407
ʔ,Lo,1252758
ই,Lo,1252362
რ,Ll,1250487
👨,So,1249938
模,Lo,1249579
💬,So,1249261
🔴,So,1249141
ು,Mc,1248977
💫,So,1248246
ન,Lo,1247963
茶,Lo,1247541
업,Lo,1247131
🇷,So,1245613
联,Lo,1244016
घ,Lo,1243005
ു,Mn,1242486
̨,Mn,1241549
据,Lo,1239594
ാ,Mc,1239591
单,Lo,1237636
反,Lo,1231580
✰,So,1229579
ւ,Ll,1229292
统,Lo,1227783
ത,Lo,1226948
ே,Mc,1224898
八,Lo,1222440
⁃,Po,1221241
段,Lo,1221008
হ,Lo,1220410
더,Lo,1220269
专,Lo,1219748
網,Lo,1218529
ಕ,Lo,1217778
島,Lo,1217684
九,Lo,1217619
금,Lo,1216982
根,Lo,1215478
└,So,1214322
আ,Lo,1213896
ා,Mc,1213008
추,Lo,1212824
風,Lo,1211991
ף,Lo,1211343
整,Lo,1210549
͡,Mn,1210393
ベ,Lo,1209527
望,Lo,1208999
书,Lo,1208756
關,Lo,1207522
洲,Lo,1206664
ァ,Lo,1205799
Ğ,Lu,1205580
▄,So,1205478
ի,Ll,1204567
味,Lo,1202179
标,Lo,1199830
ண,Lo,1199760
运,Lo,1199094
ゃ,Lo,1198896
ʺ,Lm,1198850
🔸,So,1198718
것,Lo,1198564
ђ,Ll,1198526
ษ,Lo,1198317
問,Lo,1197042
🇧,So,1195111
ワ,Lo,1195025
🌹,So,1194581
❓,So,1194132
著,Lo,1194105
ᴀ,Ll,1190133
💸,So,1189272
타,Lo,1188032
装,Lo,1187780
配,Lo,1187304
节,Lo,1186898
ን,Lo,1186496
户,Lo,1185922
缺,Lo,1185137
務,Lo,1184950
프,Lo,1184334
🇮,So,1183273
되,Lo,1182736
章,Lo,1182591
재,Lo,1180606
ᴛ,Ll,1178759
👑,So,1177715
గ,Lo,1177098
ી,Mc,1177072
ẓ,Ll,1177031
喜,Lo,1176573
임,Lo,1175303
년,Lo,1175199
陳,Lo,1174967
🌐,So,1174531
ʌ,Ll,1173455
境,Lo,1173039
🇳,So,1172758
파,Lo,1171677
≦,Sm,1171599
组,Lo,1169828
景,Lo,1168246
츠,Lo,1167266
🇨,So,1166526
ම,Lo,1163824
存,Lo,1162411
분,Lo,1162324
🎯,So,1161581
設,Lo,1158689
✉,So,1157129
置,Lo,1156686
ਸ,Lo,1155670
答,Lo,1155650
速,Lo,1155338
ボ,Lo,1154407
导,Lo,1153815
강,Lo,1152444
志,Lo,1148328
◼,Sm,1147791
命,Lo,1146595
생,Lo,1146118
실,Lo,1144031
゚,Mn,1140944
该,Lo,1140160
翻,Lo,1137891
論,Lo,1137138
산,Lo,1134582
ろ,Lo,1134562
读,Lo,1133363
📣,So,1133255
把,Lo,1132276
당,Lo,1130977
ġ,Ll,1128098
◉,So,1127671
車,Lo,1127489
រ,Lo,1126516
┐,So,1125288
素,Lo,1124977
ʀ,Ll,1120245
两,Lo,1118581
Ṭ,Lu,1118215
传,Lo,1117796
万,Lo,1117079
음,Lo,1115567
六,Lo,1115507
灣,Lo,1115496
照,Lo,1114999
ী,Mc,1113872
✘,So,1108612
ᾶ,Ll,1106033
效,Lo,1105397
▫,So,1105291
送,Lo,1103262
ɐ,Ll,1102730
Ѓ,Lu,1102450
ณ,Lo,1102322
將,Lo,1101136
备,Lo,1098935
📖,So,1097995
ස,Lo,1097941
ऑ,Lo,1097645
야,Lo,1097553
ɦ,Ll,1096639
ẽ,Ll,1094787
份,Lo,1093805
巴,Lo,1093067
ര,Lo,1090698
别,Lo,1090502
千,Lo,1090050
⏰,So,1089977
广,Lo,1088470
武,Lo,1087805
土,Lo,1087530
🤝,So,1083384
阿,Lo,1082410
단,Lo,1080067
记,Lo,1079887
💃,So,1079204
ន,Lo,1077697
〜,Pd,1076880
❀,So,1076495
結,Lo,1073652
က,Lo,1073391
월,Lo,1071699
ਨ,Lo,1070511
△,So,1069235
且,Lo,1068104
试,Lo,1067807
ɴ,Ll,1067357
村,Lo,1066782
內,Lo,1065559
票,Lo,1064403
ු,Mn,1064332
◎,So,1064266
門,Lo,1064025
놀,Lo,1063563
达,Lo,1060013
春,Lo,1059988
ซ,Lo,1059383
∶,Sm,1058831
當,Lo,1058636
남,Lo,1057046
给,Lo,1055828
ļ,Ll,1054517
ѵ,Ll,1053948
۱,Nd,1053801
거,Lo,1053588
🚚,So,1052844
款,Lo,1052604
╜,So,1052212
₩,Sc,1051666
Ī,Lu,1051481
🎮,So,1051444
ლ,Ll,1050773
繁,Lo,1046534
☠,So,1046113
ソ,Lo,1045596
族,Lo,1045575
並,Lo,1044692
夜,Lo,1044486
条,Lo,1044132
ੁ,Mn,1043795
러,Lo,1043741
ದ,Lo,1042516
▀,So,1042324
登,Lo,1041627
ေ,Mc,1040515
☼,So,1039440
ద,Lo,1038552
ペ,Lo,1038546
데,Lo,1038387
变,Lo,1038350
코,Lo,1037963
ῇ,Ll,1036570
ੀ,Mc,1036081
级,Lo,1033623
య,Lo,1033477
ῳ,Ll,1033280
員,Lo,1033164
루,Lo,1031663
ば,Lo,1031564
ḵ,Ll,1029485
۰,Nd,1029320
卡,Lo,1029145
ゲ,Lo,1028896
種,Lo,1028858
♯,Sm,1028720
∣,Sm,1028521
初,Lo,1028440
步,Lo,1026901
ỏ,Ll,1026800
ო,Ll,1024434
除,Lo,1023378
私,Lo,1022235
肉,Lo,1021439
希,Lo,1021346
ု,Mn,1021234
越,Lo,1019348
Ľ,Lu,1017507
ත,Lo,1017367
✗,So,1017313
😢,So,1017285
Ԁ,Lu,1016818
ક,Lo,1016410
🎧,So,1015726
便,Lo,1015178
际,Lo,1014371
微,Lo,1013542
油,Lo,1013051
〈,Ps,1012961
价,Lo,1012647
象,Lo,1010750
切,Lo,1010642
消,Lo,1009649
ٹ,Lo,1009598
观,Lo,1008416
处,Lo,1007227
气,Lo,1006216
체,Lo,1004940
এ,Lo,1004167
請,Lo,1003975
ढ,Lo,1003292
即,Lo,1003247
▽,So,1001794
风,Lo,1001560
习,Lo,1001500
富,Lo,1001023
义,Lo,1000421
足,Lo,1000018
🐕,So,998883
享,Lo,997976
康,Lo,997651
总,Lo,996806
į,Ll,995573
街,Lo,995225
⚫,So,994878
選,Lo,993881
病,Lo,993766
ਕ,Lo,993356
̵,Mn,993056
Ў,Lu,992675
走,Lo,992141
實,Lo,991377
ತ,Lo,990078
⋆,Sm,985071
張,Lo,982833
ɗ,Ll,982345
મ,Lo,980991
男,Lo,979961
̳,Mn,979533
賓,Lo,979273
현,Lo,978058
線,Lo,977553
চ,Lo,976940
அ,Lo,976869
播,Lo,976403
🥳,So,976293
園,Lo,974840
義,Lo,974256
မ,Lo,973049
类,Lo,973038
让,Lo,972179
典,Lo,970683
📞,So,968854
🎥,So,968539
명,Lo,967691
认,Lo,967312
ἶ,Ll,967038
玩,Lo,966093
证,Lo,965970
屋,Lo,965620
头,Lo,964824
析,Lo,963993
館,Lo,963252
설,Lo,963059
堂,Lo,961637
强,Lo,961299
才,Lo,960718
ት,Lo,959821
💦,So,959049
评,Lo,958911
健,Lo,958823
✩,So,957684
ザ,Lo,957271
算,Lo,956665
플,Lo,955204
频,Lo,954304
배,Lo,953550
ょ,Lo,951935
ẩ,Ll,951139
達,Lo,950977
യ,Lo,950911
외,Lo,950467
∈,Sm,949718
ञ,Lo,948697
魔,Lo,948626
📦,So,948463
ਹ,Lo,947732
ỉ,Ll,946584
ெ,Mc,946329
念,Lo,946145
║,So,944507
식,Lo,943707
密,Lo,942916
🔍,So,942879
宝,Lo,940356
企,Lo,938510
医,Lo,938205
波,Lo,937673
ゴ,Lo,937160
😬,So,937023
디,Lo,933232
域,Lo,932441
致,Lo,931906
复,Lo,927384
別,Lo,925883
权,Lo,924598
ศ,Lo,924553
̀,Mn,924547
물,Lo,923693
印,Lo,920520
ိ,Mn,920075
Ю,Lu,919718
河,Lo,919234
및,Lo,918613
気,Lo,918214
🌊,So,917763
ក,Lo,917614
예,Lo,917371
松,Lo,916044
又,Lo,916004
死,Lo,915893
✮,So,915051
府,Lo,914425
⇑,So,914414
普,Lo,913755
永,Lo,913249
尼,Lo,912727
故,Lo,911280
餐,Lo,910481
验,Lo,910273
통,Lo,910106
智,Lo,909772
增,Lo,909703
℗,So,909639
ત,Lo,908366
တ,Lo,907897
括,Lo,907251
角,Lo,903324
ね,Lo,902197
행,Lo,901429
ড,Lo,900715
夫,Lo,899265
ವ,Lo,899070
付,Lo,898808
ો,Mc,898220
授,Lo,897585
֣,Mn,895295
龙,Lo,895106
習,Lo,894120
留,Lo,891517
曲,Lo,889860
ằ,Ll,889157
발,Lo,888801
Ἀ,Lu,888447
龍,Lo,888298
區,Lo,886778
ే,Mn,885933
ట,Lo,885260
ღ,Ll,885069
😏,So,884707
🤦,So,884608
֖,Mn,884319
င,Lo,883473
菜,Lo,882945
ਤ,Lo,882164
ホ,Lo,881521
见,Lo,880108
產,Lo,879233
매,Lo,878747
🤑,So,877616
Щ,Lu,877238
ೆ,Mn,876077
候,Lo,874877
构,Lo,873278
김,Lo,872671
规,Lo,872577
🌞,So,871504
📅,So,870624
ং,Mc,869062
発,Lo,868617
声,Lo,867544
💵,So,867431
പ,Lo,867313
材,Lo,866440
🙈,So,865753
🎵,So,865624
მ,Ll,864524
ಲ,Lo,862024
ʁ,Ll,861462
課,Lo,859913
વ,Lo,858691
̱,Mn,858379
ె,Mn,857793
黄,Lo,855704
群,Lo,853323
团,Lo,852513
應,Lo,852422
ธ,Lo,852016
Ę,Lu,851913
ओ,Lo,851790
页,Lo,851106
झ,Lo,849993
⁚,Po,849438
ල,Lo,849272
➖,So,848426
带,Lo,846608
决,Lo,846250
還,Lo,845400
組,Lo,845366
七,Lo,844974
ѓ,Ll,843902
Ξ,Lu,843841
능,Lo,843840
‛,Pi,843624
黑,Lo,843447
む,Lo,843281
∴,Sm,843238
述,Lo,841552
డ,Lo,841167
张,Lo,840533
转,Lo,839625
局,Lo,838923
牌,Lo,838746
议,Lo,836912
역,Lo,836690
∫,Sm,835954
😡,So,835260
ਮ,Lo,834636
调,Lo,833980
ῃ,Ll,833907
吉,Lo,833835
래,Lo,833448
排,Lo,832536
ᴄ,Ll,831450
率,Lo,830763
ȧ,Ll,830396
約,Lo,828073
良,Lo,827362
✏,So,826839
連,Lo,826752
최,Lo,826720
威,Lo,826701
低,Lo,826453
艺,Lo,825025
◯,So,824236
施,Lo,824218
确,Lo,824203
등,Lo,824011
ნ,Ll,823595
없,Lo,823419
ẻ,Ll,823353
訊,Lo,822921
早,Lo,822570
̥,Mn,822358
战,Lo,822306
失,Lo,822259
股,Lo,821782
؟,Po,820746
অ,Lo,820598
ో,Mn,820523
ಸ,Lo,820363
💔,So,820242
품,Lo,819818
從,Lo,818686
び,Lo,815556
ട,Lo,815543
運,Lo,815002
₪,Sc,814841
母,Lo,814463
质,Lo,814250
省,Lo,813962
ভ,Lo,813249
😩,So,813197
육,Lo,812449
१,Nd,811879
😮,So,811686
宿,Lo,811579
儿,Lo,811211
Ư,Lu,809125
领,Lo,808282
寺,Lo,807385
認,Lo,806129
值,Lo,805873
統,Lo,805706
▻,So,805551
戦,Lo,805005
된,Lo,803345
找,Lo,802721
법,Lo,802704
❏,So,802108
చ,Lo,802085
🚗,So,801728
머,Lo,800804
牛,Lo,799678
號,Lo,799665
亞,Lo,799584
ಗ,Lo,798581
ស,Lo,797859
へ,Lo,797851
載,Lo,797347
박,Lo,796566
稿,Lo,796145
알,Lo,795447
ḷ,Ll,795318
朝,Lo,795250
🎃,So,793426
🙋,So,793204
🥇,So,792607
視,Lo,792346
👊,So,791003
阅,Lo,790989
強,Lo,790738
ோ,Mc,790548
Ĺ,Lu,789873
⏹,So,789641
落,Lo,788179
沒,Lo,787092
വ,Lo,786821
录,Lo,786367
ἴ,Ll,786209
ヤ,Lo,785664
֥,Mn,784163
某,Lo,783981
戏,Lo,783885
✯,So,783069
ပ,Lo,782284
草,Lo,782140
양,Lo,781691
奇,Lo,781617
听,Lo,781584
മ,Lo,781557
ಮ,Lo,781414
晚,Lo,781034
џ,Ll,780154
令,Lo,778933
紀,Lo,778521
控,Lo,778226
۔,Po,777928
谷,Lo,777586
յ,Ll,776053
菲,Lo,774570
數,Lo,772972
類,Lo,772282
ἑ,Ll,771537
❣,So,771444
☝,So,769817
ം,Mc,769482
ᅲ,Lo,769363
跟,Lo,769280
板,Lo,768952
ᅠ,Lo,768736
显,Lo,768026
專,Lo,767700
≧,Sm,766512
ម,Lo,765949
워,Lo,765579
策,Lo,765206
ォ,Lo,764944
ប,Lo,763800
ŷ,Ll,763777
短,Lo,763350
沙,Lo,762245
খ,Lo,762222
இ,Lo,760921
ੇ,Mn,760918
准,Lo,759696
傳,Lo,758653
约,Lo,758050
ŵ,Ll,757702
製,Lo,756605
居,Lo,756370
민,Lo,755145
欢,Lo,755000
吃,Lo,753863
😇,So,753511
ბ,Ll,752123
园,Lo,750677
👎,So,749367
ֱ,Mn,749270
许,Lo,749176
久,Lo,749047
➥,So,748323
결,Lo,748289
̯,Mn,747276
座,Lo,746937
💞,So,746196
ষ,Lo,746122
န,Lo,745137
ɹ,Ll,744748
黃,Lo,744616
😐,So,744198
环,Lo,744127
ല,Lo,743911
સ,Lo,743141
氣,Lo,743027
玉,Lo,742983
🏡,So,742707
申,Lo,742224
译,Lo,742098
ీ,Mn,742056
半,Lo,741745
📺,So,741201
🇹,So,740734
奖,Lo,740652
豆,Lo,740535
버,Lo,739448
🍀,So,738304
ẫ,Ll,738089
ギ,Lo,737425
移,Lo,736918
索,Lo,736698
評,Lo,736030
干,Lo,735138
ᐈ,Lo,734750
😈,So,734591
澳,Lo,734468
ප,Lo,734439
⊕,Sm,734122
▓,So,734059
ં,Mn,733620
Ἰ,Lu,733387
׃,Po,733113
ʟ,Ll,732764
🇵,So,732077
션,Lo,729981
🌺,So,729114
↗,So,728609
함,Lo,728540
红,Lo,728468
ὀ,Ll,727967
ಯ,Lo,727844
庭,Lo,726604
善,Lo,726491
皇,Lo,725283
ද,Lo,724918
건,Lo,723597
🤯,So,723580
ვ,Ll,723535
﴿,Ps,723269
探,Lo,723206
委,Lo,722874
까,Lo,722858
获,Lo,722527
班,Lo,722460
樣,Lo,721338
價,Lo,721260
午,Lo,721005
ゆ,Lo,720899
幸,Lo,719841
夏,Lo,718946
ひ,Lo,718938
🌙,So,718831
ず,Lo,718284
際,Lo,718120
含,Lo,718107
称,Lo,717932
̂,Mn,717797
ỗ,Ll,715853
մ,Ll,715786
🤓,So,714832
眼,Lo,713641
質,Lo,712343
止,Lo,712030
❥,So,711965
😔,So,710705
♻,So,710448
佳,Lo,710278
커,Lo,709586
﴾,Pe,708502
聽,Lo,708307
❑,So,708242
었,Lo,707870
ር,Lo,707098
✚,So,706826
頭,Lo,706159
љ,Ll,705295
말,Lo,704478
宗,Lo,704215
🎓,So,703854
辦,Lo,703385
ึ,Mn,701419
🗣,So,701119
维,Lo,700930
株,Lo,699615
🔝,So,699409
৳,Sc,699364
べ,Lo,699101
ญ,Lo,699007
ǝ,Ll,698500
ɣ,Ll,698234
谢,Lo,697476
略,Lo,697452
ছ,Lo,697321
團,Lo,697248
防,Lo,697113
汉,Lo,696177
Ӏ,Lu,696081
💲,So,694946
佛,Lo,693874
⎯,Sm,692902
후,Lo,691602
կ,Ll,690782
울,Lo,690588
복,Lo,690110
권,Lo,689424
ỹ,Ll,688831
̴,Mn,688230
羅,Lo,687373
森,Lo,687328
井,Lo,687147
ಂ,Mc,687045
차,Lo,686418
ங,Lo,686100
Ř,Lu,685171
状,Lo,684990
글,Lo,683001
历,Lo,682806
益,Lo,682619
曾,Lo,682537
🔔,So,681732
舞,Lo,681390
∀,Sm,680293
麼,Lo,680158
罗,Lo,679975
🧡,So,679653
吧,Lo,679599
序,Lo,679466
篇,Lo,679267
续,Lo,678539
优,Lo,678026
Ħ,Lu,677889
识,Lo,677817
ḳ,Ll,677591
🚫,So,677343
💼,So,677117
藝,Lo,676683
დ,Ll,675772
ধ,Lo,675042
拿,Lo,672659
测,Lo,672327
િ,Mc,672110
均,Lo,671995
温,Lo,671794
번,Lo,670877
려,Lo,670152
試,Lo,669749
페,Lo,669037
ヒ,Lo,668632
🌻,So,668235
阳,Lo,667413
云,Lo,666425
Ș,Lu,666167
假,Lo,665633
孩,Lo,665503
充,Lo,664365
থ,Lo,664338
藤,Lo,664148
ም,Lo,663860
热,Lo,663329
雄,Lo,663200
◈,So,661997
ਦ,Lo,661972
節,Lo,661579
⚙,So,661251
블,Lo,660847
宮,Lo,660029
互,Lo,659871
怎,Lo,659388
╖,So,658987
브,Lo,658442
տ,Ll,658004
ᐅ,Lo,656899
ਜ,Lo,656829
ȝ,Ll,656469
약,Lo,656451
趣,Lo,656336
皮,Lo,656031
🧠,So,655974
സ,Lo,655923
✊,So,655820
满,Lo,655399
ᴠ,Ll,655293
洋,Lo,655080
🌳,So,655039
队,Lo,653627
编,Lo,653460
细,Lo,653261
粉,Lo,652734
🌼,So,652406
码,Lo,652353
람,Lo,651874
📢,So,651853
🎈,So,650940
楽,Lo,650913
適,Lo,650459
볼,Lo,650041
蛋,Lo,649397
讓,Lo,649192
📲,So,648572
依,Lo,648295
连,Lo,648203
址,Lo,647689
Ő,Lu,647489
🌴,So,647037
升,Lo,646688
伊,Lo,646496
ਪ,Lo,646252
葉,Lo,646046
२,Nd,645975
반,Lo,645876
🛠,So,644679
編,Lo,643863
💀,So,643215
麻,Lo,641967
슬,Lo,640834
決,Lo,640379
頁,Lo,639993
航,Lo,639610
预,Lo,638851
毛,Lo,638361
雅,Lo,637217
록,Lo,636191
态,Lo,635489
̣,Mn,634910
හ,Lo,634815
関,Lo,634449
往,Lo,634244
Ꭲ,Lu,634224
待,Lo,633886
赛,Lo,632863
參,Lo,632330
破,Lo,632279
ヴ,Lo,631909
几,Lo,631779
∅,Sm,631355
兰,Lo,630185
独,Lo,630144
પ,Lo,628436
雪,Lo,628284
했,Lo,628268
帝,Lo,627993
课,Lo,627769
🏃,So,627090
두,Lo,627011
ਲ,Lo,626759
办,Lo,626585
読,Lo,626165
본,Lo,626089
划,Lo,625933
似,Lo,625824
◀,So,625804
님,Lo,625607
兩,Lo,625398
₵,Sc,625369
吗,Lo,625298
端,Lo,624822
않,Lo,624625
🏴,So,623979
ژ,Lo,623893
🌕,So,623379
許,Lo,622330
ુ,Mn,620582
ǫ,Ll,620314
標,Lo,620186
감,Lo,619475
聖,Lo,619029
細,Lo,618303
ொ,Mc,618277
极,Lo,617840
湖,Lo,616779
თ,Ll,616719
🔵,So,616009
激,Lo,615788
差,Lo,614080
🍁,So,613522
력,Lo,613236
ὼ,Ll,611593
郎,Lo,611394
🎙,So,610409
👈,So,610285
军,Lo,609397
調,Lo,609156
圖,Lo,609103
議,Lo,609036
按,Lo,608904
秋,Lo,608256
속,Lo,607833
↳,So,607211
ґ,Ll,607014
🔑,So,606386
朋,Lo,606179
🎂,So,604654
爾,Lo,604650
🤖,So,603763
▣,So,603685
范,Lo,603225
君,Lo,602450
